1528759241.261115,7155312,18FEF200,8,00,00,00,00,0E,06,FF,FF
1528759241.267116,7155318,0CF00400,8,0E,7D,81,00,00,00,0F,7D
1528759241.276339,7155327,18FEDF00,8,81,A0,28,7D,FB,FF,FF,F0
1528759241.276339,7155328,18FEEF00,8,FF,FF,FF,FE,04,7D,FF,FA
1528759241.277294,7155328,18F00E00,8,FF,FE,FF,FF,C0,9F,FF,FF
1528759241.277294,7155329,18FEE000,8,97,44,31,00,80,44,31,00
1528759241.280338,7155332,0CF00300,8,DA,FE,08,FF,FF,1F,6A,7E
1528759241.285472,7155337,18F00100,8,FF,FF,FF,FF,FF,FF,FF,FF
1528759241.287502,7155338,0CF00400,8,0E,7D,81,00,00,00,0F,7D
1528759241.287502,7155339,18EBFF00,8,02,00,04,01,64,00,12,01
1528759241.295530,7155347,18FEDF00,8,81,A0,28,7D,FB,FF,FF,F0
1528759241.300529,7155352,0CF00300,8,DA,FE,08,FF,FF,1F,6A,7E
1528759241.301502,7155352,18FEDB00,8,FF,FF,FF,FE,FF,FF,FF,FF
1528759241.301502,7155353,18F00F00,8,FF,FE,FF,FF,C0,9F,FF,FF
1528759241.305529,7155357,0CF00A00,8,00,00,00,00,FF,FF,FF,FF
1528759241.306498,7155357,18F0000F,8,F0,7D,7D,FF,0F,FF,FF,FF
1528759241.307561,7155358,0CF00400,8,0E,7D,81,00,00,00,0F,7D
1528759241.316511,7155367,18FEDF00,8,81,A0,28,7D,FB,FF,FF,F0
1528759241.316511,7155368,18FEF000,8,FF,FF,FF,FF,FF,FF,FF,FF
1528759241.320529,7155372,0CF00300,8,DA,FE,08,FF,FF,1F,6A,7E
1528759241.321482,7155372,18FEF600,8,FF,FE,FE,FF,FF,FF,FF,FF
1528759241.325615,7155377,18F00E00,8,FF,FE,FF,FF,C0,9F,FF,FF
1528759241.327580,7155378,0CF00400,8,0E,7D,81,00,00,00,0F,7D
1528759241.335612,7155387,18FEDF00,8,81,A0,28,7D,FB,FF,FF,F0
1528759241.340649,7155392,0CF00300,8,DA,FE,08,FF,FF,1F,6A,7E
1528759241.340649,7155392,18FEF100,8,FF,00,00,FC,33,00,1F,CF
1528759241.343698,7155395,18EBFF00,8,03,6E,00,03,01,AF,00,03
1528759241.346648,7155398,0CF00400,8,0E,7D,81,00,00,00,0F,7D
1528759241.350651,7155402,18F00F00,8,FF,FE,FF,FF,C0,9F,FF,FF
1528759241.350651,7155402,18FD3E00,8,FF,FE,FF,FF,FE,FF,FF,FF
1528759241.355649,7155407,18FEDF00,8,81,A0,28,7D,FB,FF,FF,F0
1528759241.356647,7155408,0CF00A00,8,00,00,00,00,FF,FF,FF,FF
1528759241.360650,7155412,0CF00300,8,DA,FE,08,FF,FF,1F,6A,7E
1528759241.360650,7155412,18FEF200,8,00,00,00,00,0E,06,FF,FF
1528759241.366648,7155418,0CF00400,8,0E,7D,81,00,00,00,0F,7D
1528759241.370654,7155422,0CFD9200,8,F0,FF,FF,FF,FF,FF,FF,FF
1528759241.375690,7155427,18FEDF00,8,81,A0,28,7D,FB,FF,FF,F0
1528759241.376648,7155428,18F00E00,8,FF,FE,FF,FF,C0,9F,FF,FF
1528759241.376648,7155428,18FEE000,8,97,44,31,00,80,44,31,00
1528759241.380689,7155432,0CF00300,8,DA,FE,08,FF,FF,1F,6A,7E
1528759241.385705,7155437,18F00100,8,FF,FF,FF,FF,FF,FF,FF,FF
